type,county_code,license_name,business_name,premise_street,premise_city,premise_zip_code,business_type
1,87,Custom Engraving & Signs Llc,No Business Name Provided,8427 Glazebrook Ave,Henrico,23228,Residential
2,87,"Ole Town Silver Exchange, Inc",No Business Name Provided,5601 Lakeside Ave,Henrico,23228,Residential
7,87,"Liberty Manufacturing Group, Llc",Lmg,7515 Ranco Rd,Henrico,23228,Business
7,87,Ccf/Swiss Inc,No Business Name Provided,313 Berwickshire Dr,Richmond,23229,Residential
1,87,"River City Range, Llc",Colonial Shooting Academy,6020 West Broad St,Richmond,23230,Business
1,87,Kanawha Canal Firearms Llc,No Business Name Provided,2111 Dickens Road,Richmond,23230,Residential
1,87,"Cross, F Thomas",No Business Name Provided,2109 Westmoreland St,Henrico,23230,Residential
2,87,Sdc Enterprises Inc,Ameri Pawn,6019 W Broad St,Richmond,23230,Business
7,87,New American Arms Llc,New American Arms,6017 West Broad Street,Richmond,23230,Business
1,87,"Retac, Llc",No Business Name Provided,8301 Colemant Ct,Henrico,23231,Residential
7,87,Johnson Enterprises Llc,No Business Name Provided,4500 Sarellen Rd,Richmond,23231,Residential
1,87,Virginia Tactical Shooting Academy Llc,No Business Name Provided,5243 S Laburnum Ave,Henrico,232310000,Residential
1,87,"One Thousand Ships, Llc",One Thousand Ships,2525 Lauderdale Dr,Henrico,23233,Business
1,87,"Academy, Ltd",Academy Sports + Outdoors #332,11861 West Broad Street,Richmond,23233,Business
1,87,"Bass Pro Outdoor World, Llc",Cabela's 474,5000 Cabela Drive,Henrico,23233,Business
8,87,"One Thousand Ships, Llc",One Thousand Ships,2525 Lauderdale Dr,Henrico,23233,Business
1,75,Valhalla Guns Llc,No Business Name Provided,12927 Plaza Dr Ste B,Richmond,232330000,Residential
1,760,"Motley's Auctions, Inc",Motleys Asset Disposition Group,3600 Deepwater Terminal Rd,Richmond,23234,Business
2,760,"Funland, Inc",No Business Name Provided,3630 Jefferson Davis Hwy,Richmond,23234,Residential
1,41,"Jack, Erwin Anton",No Business Name Provided,2120 Gateshead Dr,Richmond,23235,Residential
1,41,Range Llc,No Business Name Provided,2048 Deauville Road,North Chesterfield,23235,Residential
1,41,P K Price Enterprises Llc,Central Virginia Shooting Sports,417 Whitaker Rd,North Chesterfield,23235,Business
7,41,"Hofford, Andrew Lloyd",Lloyd's Guns & More,8722 Sheldeb Dr,North Chesterfield,23235,Business
7,41,"Sear Trading, Llc",Sear,7619 Pocoshock Way,North Chesterfield,23235,Business
8,41,"Jack, Erwin Anton",Hubertus Sporting Arms,2120 Gateshead Dr,Richmond,23235,Business
9,41,Southern Police Equipment Company Inc,Southern Police Equipment,7609 Midlothian Turnpike,Richmond,23235,Business
1,41,"Mccluskey, Terence J",No Business Name Provided,1307 Twilight Lane,North Chesterfield,232356252,Residential
1,41,Town Gun Shop Inc,Town Police Supply Of Richmond,3541 Courthouse Rd Rockwood Plaza,North Chesterfield,23236,Business
1,41,"Condon, Sonny Eugene",Sonny's Gun's & Transfers,810 Adkins Rd,Richmond,23236,Business
1,41,Kmn Firearms Llc,No Business Name Provided,10224 Kayvee Rd,North Chesterfield,23236,Residential
1,41,"Brain, Steven Arthur",Hallmark Enterprises,10913 Corryville Rd,North Chesterfield,232360000,Business
1,41,"Lundberg, Joel Alfred",Old Dominion Specialty Sporting Goods,1 Goodward Rd,North Chesterfield,232360000,Business
1,41,Dnt Enterprises Llc,Secureshot Firearms,7873 Etching St,North Chesterfield,23237,Business
1,41,Squeezebyte Llc,No Business Name Provided,5730 Deep Forest Rd,Richmond,23237,Residential
1,41,"2w Arms & Defense, Llc",No Business Name Provided,5200 Croft Crossing Drive,North Chesterfield,23237,Residential
7,41,Rad Enterprises Llc,River City Arsenal,7725 Whitepine Rd,North Chesterfield,232370000,Business
1,87,Bravo Foxtrot Gun Outfitters Llc,Bfg Outfitters ,2807 N Parham Road Suite 200-10,Richmond,23294,Business
1,87,"Lock'd & Stock'd, Llc",Lock'd & Stock'd Firearms & Equipment,2706 Enterprise Pkwy,Richmond,23294,Business
1,87,"Cannon's Online Auctions, Llc",No Business Name Provided,9125 West Broad St Suite I,Henrico,23294,Residential
2,87,"Knight And Pawn, Llc",No Business Name Provided,7431 W Broad St,Henrico,23294,Residential
7,1,"Marshall, Richard J",Atlantic Supply Co,32489 Nocks Landing Rd,Atlantic,23303,Business
1,1,"Marshall, Richard James",Marshalls Guns,32489 Nocks Landing Rd,Atlantic,233030000,Business
1,131,Nevada Gun Distributors Llc,No Business Name Provided,23076 Lankford Hwy,Cape Charles,23310,Residential
1,131,Casemate Cache Llc,Casemate Cache,21445 Casey Lane,Cape Charles,23310,Business
1,131,Northampton Firearms Llc,Northampton Firearms,21230 S Bayside Rd,Cape Charles,23310,Business
7,131,Historic Arms Corp,No Business Name Provided,2464 Plantation Creek Lane,Cape Charles,23310,Residential
1,93,S&J Firearms Llc,S&J Firearms,15143 Carrollton Blvd,Carrollton,23314,Business
1,93,"Old Dominion Guns, Inc",Old Dominion Guns,15143 Carrollton Blvd,Carrollton,23314,Business
1,93,"American K-9 Interdiction, Llc",No Business Name Provided,4007 Burdette Rd,Carrsville,23315,Residential
10,93,"Nantrak Tactical, Llc",No Business Name Provided,4007 Burdette Rd,Carrsville,23315,Residential
1,550,"Cold Spy On The Inside, Llc",No Business Name Provided,111 Gainsborough Square Ste E,Chesapeake,23320,Residential
1,550,Coast Guard Exchange System,Coast Guard Exchange,1589 Crossways Blvd,Chesapeake,23320,Business
1,550,"Byrum, Robert Greenway",No Business Name Provided,2145 Old Greenbrier Rd,Chesapeake,23320,Residential
1,550,"Arsenal Performance & Gun Works, Inc",Ap&Gw Inc,1200 N Battlefield Blvd #116,Chesapeake,23320,Business
2,550,Greenbrier Pawn Inc,Greenbrier Pawn,1011 Eden Way North Ste D,Chesapeake,23320,Business
7,550,"Kriss Usa, Inc",Edelweiss Arms / Edw / Kriss,912 Corporate Lane,Chesapeake,23320,Business
7,550,Goldbelt Security Llc,No Business Name Provided,816 Greenbrier Circle Suite 102,Chesapeake,23320,Residential
7,550,Goldbelt Global Llc,No Business Name Provided,816 Greenbrier Circle Suite 102,Chesapeake,23320,Residential
7,550,"Arsenal Performance & Gun Works, Inc","Ap&Gw, Inc",1200 N Battlefield Blvd #116,Chesapeake,23320,Business
8,550,"Kriss Usa, Inc",Edelweiss Arms / Edw / Kriss,912 Corporate Lane,Chesapeake,23320,Business
10,550,"General Dynamics Info Technology Chesapeake,  Va",General Dynamics Information Technology,1545 Crossways Blvd,Chesapeake,23320,Business
11,550,Goldbelt Security Llc,No Business Name Provided,816 Greenbrier Circle Suite 102,Chesapeake,23320,Residential
11,550,Goldbelt Global Llc,No Business Name Provided,816 Greenbrier Circle Suite 102,Chesapeake,23320,Residential
1,550,Liquid Estates Llc,No Business Name Provided,3115 Western Branch Road Suite 111,Chesapeake,23321,Residential
2,550,Chesapeake Square Pawn Llc,No Business Name Provided,2125 Starmount Pkwy Ste 123,Chesapeake,23321,Residential
7,550,"Chesapeake Square Pawn, Llc",Chesapeake Square Pawn,2125 Starmount Pkwy Suite 123,Chesapeake,23321,Business
1,550,"Olson, Brian Scott",Chesbay Arms,565 Cedar Road Unit 17,Chesapeake,23322,Business
1,550,Wal-Mart Stores East Lp,Walmart #3644,201 Hillcrest Pkwy,Chesapeake,23322,Business
1,550,Ipa Enterprises Llc,Isfa-4 Defense Supply Company,1100 Cedar Rd #B,Chesapeake,23322,Business
1,550,"Wal-Mart Stores East, Lp",Walmart #5253,632 Grassfield Pkwy,Chesapeake,23322,Business
2,550,Gastler Enterprises Inc,Pawns Unlimited,316g S Battlefield Blvd,Chesapeake,23322,Business
7,550,"J & L Gunsmithing, Llc",No Business Name Provided,645 Margaret Dr,Chesapeake,23322,Residential
1,550,"Peters, Clifford J",Cat Sports,904 Unicorn Tr,Chesapeake,233220000,Business
1,550,"Woods & Water Services, Inc",No Business Name Provided,800 Battlefield Blvd S # 104,Chesapeake,233226670,Residential
2,550,"Chesapeake Pawns, Inc",Chesapeake Pawn & Gun,3330 S Military Hwy Ste 112,Chesapeake,23323,Business
7,550,Wds Arms Llc,Wds Arms,4001 C Holland Blvd,Chesapeake,23323,Business
7,550,Small Arms Manufacturing Soloutions Llc,Sams,1033 Cavalier Blvd,Chesapeake,23323,Business
7,550,"Old Dominion Manufacturing, Inc",Odm Firearms,1143 B Bainbridge Boulevard,Chesapeake,23324,Business
2,550,"Liberty Pawn Iii, Inc",No Business Name Provided,4302 E Indian River Rd,Chesapeake,23325,Residential
7,550,Defcon One Llc,No Business Name Provided,1001 B Sparrow Road,Chesapeake,23325,Residential
1,1,"Birch, Susan Marie",Piney Island Firearms,5279 Cedar Dr,Chincoteague Island,23336,Business
1,1,Circle Arms Llc,Circle Arms,5156 Serenity Ln,Chincoteague,23336,Business
1,1,Rommel Chesapeake Inc,Rommel's Ace Home Center,6735 Maddox Blvd,Chincoteague,23336,Business
1,1,"Chrisman, George William",The Clinic,4235 Main St,Chincoteague,233360000,Business
1,1,Patriot Pride Corporation,Loaded Chamber Firearms,33312 Holly Ln,Wallops Island,23337,Business
1,131,"Denmara Arms, Llc",No Business Name Provided,14293 Hungars Beach Rd,Eastville,23347,Residential
1,131,Rommel Chesapeake Inc,Rommels Ace Home Center,4102 B Lankford Highway,Exmore,23350,Business
1,131,"Kirby, Jason Michael",No Business Name Provided,3364 Main St,Exmore,23350,Residential
1,131,Eastern Shore Outfitters Llc,No Business Name Provided,4306 Main Street,Exmore,23350,Residential
1,131,Chesapeake Marine Inc,No Business Name Provided,5516 James Wharf Rd,Exmore,233500000,Residential
1,1,"Zeb B Barfield, Inc",No Business Name Provided,12100 Mears Station Rd,Hallwood,23359,Residential
1,1,Rule 1 Firearms Llc,Rule 1 Firearms,29620 Burtons Shore Rd,Locustville,234040029,Business
1,1,Corbin's Gun Rack Llc,Cgr,19375 Main St,Melfa,23410,Business
1,1,"Mullins, William J",No Business Name Provided,33317 Hanson Farm Rd,New Church,23415,Residential
1,1,"Trader, Edward Paige Sr",No Business Name Provided,4221 Holland Rd,New Church,23415,Residential
1,1,The Peace Token Limited,Peace Token Sporting Goods,6379 Lankford Hwy,New Church,234150000,Business
1,1,"Dimartino, Cody Paul",Ragnarok Customs,135 Market Street,Onancock,23417,Business
1,1,The Londoner Group Llc,No Business Name Provided,21198 Wises Point Lane,Onancock,23417,Residential
1,1,"Jaxons, Inc",No Business Name Provided,24270 Bennett St,Parksley,234210000,Residential
1,93,"Boone, Harry Lindsay Jr",Dirty Harrys Gun Shop,Hobhouchin Manor 15375 Mokete Trail,Smithfield,234303027,Business
1,800,"Rowell, Randall P",No Business Name Provided,5969 Godwin Blvd,Suffolk,23432,Residential
1,800,Commonwealth Firearms Llc,Commonwealth Firearms,8020 Clubhouse Dr,Suffolk,23433,Business
1,800,"Southard, Seth Edmund",No Business Name Provided,104 Dove Ct,Suffolk,23434,Residential
1,800,Bear Swamp Llc,No Business Name Provided,1444 Hosier Road,Suffolk,23434,Residential
1,800,Bak-N-Time Llc,Bak-N-Time Restorations,557 Babbtown Rd,Suffolk,23434,Business
1,800,"Stewart, Kelly Dean",No Business Name Provided,4030 Lake Point Rd,Suffolk,23434,Residential
1,800,Finao Coastal Group Llc,No Business Name Provided,1444 Hosier Road,Suffolk,23434,Residential
2,800,"Precision Pawn, Llc",No Business Name Provided,928 N Main St  Unit 5-6,Suffolk,23434,Residential
7,800,Ce Tactical Llc,No Business Name Provided,2815 Godwin Blvd Ste L1,Suffolk,23434,Residential
7,800,"Crossfield, Gary Samuel Jr",Ce Arms,2815 Godwin Blvd L2,Suffolk,23434,Business
1,800,"Carroll, Richard Rodney",Southern Gun Works,109 Cherry St,Suffolk,234340000,Business
1,800,"Clary, Eric V",Dogman's Supplies,841 Craig Dr,Suffolk,234340000,Business
1,800,Lbfm Llc,No Business Name Provided,3717 Knotts Creek Lane,Suffolk,23435,Residential
1,800,L Allen Egamers And Outdoor Recreation Llc,No Business Name Provided,6713 Castlewood Cir,Suffolk,23435,Residential
2,800,Suffolk Pawn & Gun Llc,No Business Name Provided,3215-1 Bridge Rd,Suffolk,23435,Residential
7,800,Family At Arms Llc,Family At Arms,6028 Camellia Dr Apt B,Suffolk,23435,Business
9,800,Lockheed Martin Corporation,Lockheed Martin Center For Innovation,8000 Harbour View Blvd,Suffolk,23435,Business
1,800,Mark's Gunsmithing Inc,No Business Name Provided,4640 Camellia Dr,Suffolk,234350000,Residential
1,800,"Miller, Michael Tyler",Miller Gun Company,6501 Leafwood Road,Suffolk,23437,Business
1,800,"Coley, Jonathan Sterling",Jkg Guns,1311 Barnes Rd,Suffolk,23437,Business
1,800,"Global Service Group, Llc",Gsg,5817 Mineral Springs Rd,Suffolk,23438,Business
1,800,"Huffman, Michael Lee",Huffman Gunsmithing,7212 Whaleyville Blvd,Suffolk,23438,Business
1,800,"Jackson, Robert C",No Business Name Provided,1908 Greenway Rd,Suffolk,23438,Residential
1,800,"Jones, Marvis G Jr",No Business Name Provided,250 Drumhill Rd,Suffolk,234380000,Residential
1,800,"Roberts, Donald R",Roberts Guns,6777 Whaleyville Blvd,Suffolk,234380000,Business
1,800,"Copeland, Timothy J",Copelands Gun Shop,2405 Cherry Grove Rd,Suffolk,234389698,Business
7,1,Assawoman Creek Llc,Assawoman Creek Firearms,11340 Atlantic Rd,Temperanceville,23442,Business
1,810,Sharpshooter Gunsmith Llc,No Business Name Provided,1104 Treefern Place,Virginia Beach,23451,Residential
1,810,"Solomon, Don Harold",No Business Name Provided,4004 Atlantic Ave Apt 1410,Virginia Beach,23451,Residential
1,810,"Photinos, William P Iii",Ebbtide Enterprises,1110 Atlantic Ave Suite 200,Virginia Beach,23451,Business
1,810,"David, John A",No Business Name Provided,410 48th St,Virginia Beach,23451,Residential
1,810,"Wal-Mart Stores East, Lp",Walmart #5922,546 First Colonial Road,Virginia Beach,23451,Business
1,810,"Ironclad Media Alliance, Llc",No Business Name Provided,207b 25th Street,Virginia Beach,23451,Residential
2,810,"Superior Pawn Of Virginia, Inc",Superior Pawn,529 Virginia Beach Blvd,Virginia Beach,23451,Business
7,810,Umbrella Corp Weapons Research Group,Umbrella Corporation,545 S Birdneck Rd Ste 202 B,Virginia Beach,23451,Business
7,810,Shore Consultation And Security Llc,Scs,2228 Great Neck Rd Ste 101,Virginia Beach,23451,Business
7,810,Chesapeake Bay Consulting Llc,Rally Point Tactical Intl,"1112 Jensen Drive, Suite 102",Virginia Beach,23451,Business
7,810,Rpt Consulting Llc,No Business Name Provided,1112 Jensen Dr Ste 101a,Virginia Beach,23451,Residential
7,810,R&D Training & Technical Services Inc,Rdtts Security,545 S Birdneck Rd Ste 102,Virginia Beach,23451,Business
7,810,Galosi Enterprises  Llc,No Business Name Provided,817 Virginia Beach Blvd Suite 101,Virginia Beach,23451,Residential
7,810,Mig Gov Llc,No Business Name Provided,545 S Birdneck Rd Ste 202h,Virginia Beach,23451,Residential
8,810,Chesapeake Bay Consulting Llc,Rally Point Tactical Intl,"1112 Jensen Drive, Suite 102",Virginia Beach,23451,Business
8,810,Mig Gov Llc,No Business Name Provided,545 S Birdneck Rd Ste 202h,Virginia Beach,23451,Residential
1,810,"Autunno, Anthony",Tony's Arms Exchange,2345 Leeward Shore Dr,Virginia Beach,234510000,Business
1,810,"Ianucci, Robert J Jr",No Business Name Provided,3272 E Groveland Rd,Virginia Beach,23452,Residential
1,810,"Linxx Global Solutions, Inc",No Business Name Provided,2901 S Lynnhaven Rd Ste 450,Virginia Beach,23452,Residential
1,810,Eagle Industries Unlimited Inc,No Business Name Provided,2645 International Pkwy Ste 101,Virginia Beach,23452,Residential
1,810,"Bell Consultants, Llc",Bell Firearms,2624 South Kings Road,Virginia Beach,23452,Business
1,810,Atlantic Diving Supply Inc,No Business Name Provided,621 Lynnhaven Pkwy Suite 160,Virginia Beach,23452,Residential
1,810,"Thompson, Heath J Pc",No Business Name Provided,4224 Holland Road Suite 108,Virginia Beach,23452,Residential
2,810,Virginia Beach Pawn And Jewelry Inc,No Business Name Provided,829 Lynnhaven Parkway   Ste 111-112,Virginia Beach,23452,Residential
2,810,Superior Pawn Of Lynnhaven Inc,No Business Name Provided,2664 Lishelle Place,Virginia Beach,23452,Residential
2,810,"Liberty Pawn Ii, Inc",No Business Name Provided,3800 Holland Rd #101,Virginia Beach,23452,Residential
2,810,"Superior Pawn Of Lynnhaven, Inc",No Business Name Provided,2664 Lishelle Place,Virginia Beach,23452,Residential
7,810,"Starchase, Llc",No Business Name Provided,833 Seahawk Circle Ste 100,Virginia Beach,23452,Residential
7,810,North Legend Outfitters Llc,North Legend Outfitters,1017 Dartford Mews,Virginia Beach,23452,Business
7,810,Gbrs Group Llc,Gbrs Group,2697 International Parkway Ste 180-4,Virginia Beach,23452,Business
9,810,"Atlantic Diving Supply, Inc","Ads, Inc",621 Lynnhaven Parkway Suite 160,Virginia Beach,23452,Business
2,810,Nathan's Lynnhaven Pawn Shop Inc,No Business Name Provided,1194-2345 Lynnhaven Pkwy/Franklin Square Shop,Virginia Beach,234520000,Residential
2,810,Princess Anne Pawn Inc,Princess Anne Pawn,1943 Lynnhaven Pkwy,Virginia Beach,23453,Business
7,810,Enginetec Inc,Vb Silencer,1397 Taylor Farm Rd,Virginia Beach,23453,Business
7,810,S & S Precision Llc,S & S Precision,2504 Squadron Ct  Unit 110,Virginia Beach,23453,Business
7,810,Tactical Electronics And Military Supply Llc,Tactical Electronics,2844 Crusader Circle Suite #100,Virginia Beach,23453,Business
7,810,Recon Tactical Llc,No Business Name Provided,"2585 Horse Pasture Rd, Suite 205",Virginia Beach,23453,Residential
7,810,Optimus Arms Llc,No Business Name Provided,1505 Taylor Farm Rd Ste 406,Virginia Beach,23453,Residential
9,810,"Lionheart Alliance, Llc",No Business Name Provided,1345 Taylor Farm Rd. Ste 111,Virginia Beach,23453,Residential
10,810,"White Bay Holding, Ltd",No Business Name Provided,3440 Chandler Creek Road #102,Virginia Beach,23453,Residential
11,810,Regulus Global Llc,No Business Name Provided,1528 Taylor Farm Rd Ste 105 - 109,Virginia Beach,23453,Residential
1,810,"Exhaustelbow, Llc",No Business Name Provided,920 Mountain Laurel Trail,Virginia Beach,23454,Residential
1,810,"Desteph, William",Beach Nfa,588 Central Dr,Virginia Beach,23454,Business
1,810,Milsurp Firearms Llc,Echoes Of Glory ,1329 Harpers Rd Ste 102,Virginia Beach,23454,Business
1,810,Cold War Armory Llc,No Business Name Provided,1329 Harpers Rd Suite 102,Virginia Beach,23454,Residential
1,810,Axis Global Enterprises Inc,Asi Security,1439 N Great Neck Rd,Virginia Beach,23454,Business
1,810,"Anchor Risk Group, Llc",No Business Name Provided,1404 Water Mill Circle,Virginia Beach,23454,Residential
2,810,Hilltop Pawn Inc,Hilltop Pawn,"1721 Laskin Rd, Suite 101",Virginia Beach,23454,Business
2,810,My Pawn Llc,My Pawn,2372 Virginia Beach Blvd,Virginia Beach,23454,Business
2,810,"Tipwood Enterprises, Lc",No Business Name Provided,1270 Meadow Lake Road,Virginia Beach,23454,Residential
2,810,"Daves Pawn Shop, Inc",Pawn's R Us,2404 Virginia Beach Blvd Suite 103,Virginia Beach,23454,Business
7,810,"Sjs Executives, Llc",Sjs Industrial,2652 Excalibur Court,Virginia Beach,23454,Business
1,810,"House, George Robert Iii",No Business Name Provided,1329 Harpers Road #102,Virginia Beach,234540000,Residential
1,810,"Vsd, Llc",No Business Name Provided,1064 Ferry Plantation Road Suite 100,Virginia Beach,23455,Residential
1,810,"Oceans East, Inc",No Business Name Provided,5785 Northampton Blvd,Virginia Beach,23455,Residential
1,810,"Tidewater Distributors, Llc",Tidewater Tactical,2022 Pleasure House Rd,Virginia Beach,23455,Business
1,810,"Pado Capital, Llc",Blue Box Auction Gallery,5823 Ward Court,Virginia Beach,23455,Business
1,810,Bishop & Dice Defense Llc,No Business Name Provided,1001 Camino Ct,Virginia Beach,23456,Residential
1,810,Defensive Tactics Of Virginia Inc,No Business Name Provided,2488 N Landing Rd #108,Virginia Beach,23456,Residential
7,810,Hogs Tooth Precision Llc,Htp,1247 Princess Anne Rd,Virginia Beach,23457,Business
1,810,Rooster Concepts Llc,Rooster Concepts,5032 Southern Blvd,Virginia Beach,23462,Business
1,810,Csa - Vab Llc,Csa - Vab/Freedom Outdoors,5070 Virginia Beach Boulevard,Virginia Beach,23462,Business
2,810,Superior Pawn Company,No Business Name Provided,4856 Cleveland St,Virginia Beach,23462,Residential
2,810,Superior Pawn Of Hampton Roads Inc,Superior Pawn,540 Taldan Ave,Virginia Beach,23462,Business
2,810,Superior Pawn Company,No Business Name Provided,4859 Virginia Beach Blvd,Virginia Beach,23462,Residential
7,810,Csa - Vab Llc,Csa - Vab / Freedom Outdoors,5070 Virginia Beach Blvd,Virginia Beach,23462,Business
7,810,Umbra Arms Llc,No Business Name Provided,One Columbus Center Ste 635,Virginia Beach,23462,Residential
10,810,"Special Tactical Services, Llc",No Business Name Provided,5725 Arrowhead Dr,Virginia Beach,23462,Residential
2,810,Liberty Pawn Inc,No Business Name Provided,368 Newtown Rd #107,Virginia Beach,234620000,Residential
1,810,"Propster, Robert H",Larkspur Gun Works,4608 Mcgregor Drive,Virginia Beach,234624533,Business
1,810,Doa Arms Llc,No Business Name Provided,977 Reon Drive Ste 103 & 104,Virginia Beach,23464,Residential
1,810,"Evans, David A",No Business Name Provided,2001 Pheasant Hill Court,Virginia Beach,23464,Residential
1,810,Ryans Professional Gunsmithing Llc,No Business Name Provided,1101 Borg Court,Virginia Beach,23464,Residential
1,810,Gladiator Arms Llc,Gladiator Arms,2076 Mason Neck Lane,Virginia Beach,23464,Business
2,810,"Kempsville Pawn, Inc",No Business Name Provided,1007 Kempsville Rd,Virginia Beach,23464,Residential
7,810,Triton Mfg Inc,No Business Name Provided,977 Reon Dr Ste 104,Virginia Beach,23464,Residential
9,810,Trident Group America Inc,No Business Name Provided,1616 Centerville Turnpike Suite 208,Virginia Beach,23464,Residential
1,810,"Danchise, John Robert",Jr's Guns & Ammo,6312 Jonathans Cove Dr,Virginia Beach,234640000,Business
6,810,"Smith, Wayne L",No Business Name Provided,6317 Dartmouth Way,Virginia Beach,234644607,Residential
1,810,The Armory Inc,The Armory,5313 Indian River Rd Ste 112,Virginia Beach,234645366,Business
8,810,Millennium Arms Inc,Millennium Arms,5313 Indian River Rd Ste 112,Virginia Beach,234645366,Business
7,93,2am Munitions Llc,Windsor Firearms,18 Taylor Ave,Windsor,23487,Business
1,93,Equitypatch Environmental Group Llc,Ridgetop Arms,12262 Keaton Ave,Windsor,234870000,Business
2,710,Xyz Pawn Llc,No Business Name Provided,4554 E Princess Anne Rd,Norfolk,23502,Residential
1,710,Eastern Front Inc,No Business Name Provided,1218 West Ocean View Ave Unit E,Norfolk,23503,Residential
2,710,Superior Pawn Of Virginia Inc,No Business Name Provided,805 West Little Creek Rd,Norfolk,23505,Residential
1,710,"Hess, Ron",Ron Hess Arms Co,7434 Tidewater Drive,Norfolk,235050000,Business
1,710,Tc Enterprizes Llc,No Business Name Provided,323 W 34th Street,Norfolk,23508,Residential
1,710,"Boyd, Dennis Wayne",Boyds Guns,4003 Colley Ave,Norfolk,235080000,Business
1,710,Bradley H Decker & Associates Llc,No Business Name Provided,3538 Colmar Qtr,Norfolk,23509,Residential
7,710,Dreghan Defense Llc,No Business Name Provided,2810 Cromwell Dr,Norfolk,23509,Residential
1,710,"Washington, Godfrey L",Godfrey Washington Armament Va,259 Granby St Ste 250,Norfolk,23510,Business
1,710,Rgm Investments Llc,Robert Marcus Fine Firearms,746 Granby St Ste M,Norfolk,23510,Business
1,710,Blaustein & Reich Inc,Bob's Gun Shop,746 Granby St,Norfolk,235100003,Business
1,710,"Advanced Integrated Technologies, Llc",No Business Name Provided,2427 Ingleside Rd,Norfolk,23513,Residential
1,710,Mwr Activity 1110,No Business Name Provided,1251 Yalu St,Norfolk,23515,Residential
1,710,Marine Corps Community Services,Camp Elmore Indoor Range,Bldg Mca-604 Camp Allen,Norfolk,23515,Business
2,710,Superior Pawn Company,No Business Name Provided,3449 N Military Highway,Norfolk,23518,Residential
1,710,Mark Parker Successor To ,"Parker, Thomas A",814 Norman Ave,Norfolk,235180000,Business
2,710,"Taflambas, Dennis G",American Pawn,2356 E Little Creek Rd,Norfolk,235180000,Business
10,710,Bae Systems Land & Armaments Lp,No Business Name Provided,915 Pearl Street,Norfolk,23523,Residential
1,700,Gi Jane Llc,No Business Name Provided,9961 Warwick Blvd,Newport News,23601,Residential
1,700,"Tacticool Firearms, Llc",Tacticool Firearms,9913 Warwick Blvd,Newport News,23601,Business
7,700,"Tacticool Firearms, Llc",Tacticool Firearms,9913 Warwick Blvd,Newport News,23601,Business
1,700,The Huber Group Llc,Quartermaster Police Supply,14347 A Warwick Blvd,Newport News,23602,Business
1,700,"Home Front Tactical, Llc",No Business Name Provided,111 Virginia Dr,Newport News,23602,Residential
1,700,Aafes,Ft Eustis,Building 1386 Washington Blvd,Fort Eustis,23604,Business
1,700,Wilcox Bait & Tackle Inc,No Business Name Provided,9501 Jefferson Ave,Newport News,23605,Residential
7,700,"Thorngren, Oke Richard",Segerrik Enterprise,49 Park Ave,Newport News,23607,Business
1,700,American Millenium Group Llc,The Marksman,520 Industrial Park Drive,Newport News,23608,Business
1,700,Rp Gunworks Llc,No Business Name Provided,462 Michael Irvin Dr,Newport News,23608,Residential
7,700,The Durte Koat Llc,No Business Name Provided,635 Aylesbury Drive,Newport News,23608,Residential
1,650,Cabco Enterprises Inc,Isle Of Wight Arms,401 Rotary St,Hampton,23661,Business
1,650,"Irk, Don Edward",No Business Name Provided,11 York St,Hampton,23661,Residential
1,735,"Back River Enterprises, Llc",No Business Name Provided,19 Messick Rd,Poquoson,23662,Residential
1,735,Jp Aeronautics Llc,Bull Island Armory,1 Jump Point Ln,Poquoson,23662,Business
1,735,"Cova Arms And Appraisers, Llc",No Business Name Provided,2 Bessies Landing Drive,Poquoson,23662,Residential
7,735,Virginia Pride Limited,Virginia Pride/Prideffl Com,205 Powhatan Dr,Poquoson,23662,Business
7,735,"Jp Aeronautics, Llc",Bull Island Armory,1 Jump Point Ln,Poquoson,23662,Business
1,735,"Pomeranz, Mark",M P Enterprise,9 Merritt Dr,Poquoson,236620000,Business
1,650,"3rd Ridge, Llc",No Business Name Provided,1809 Lafayette Drive,Hampton,23664,Residential
7,650,"True Aim Tactical, Llc",No Business Name Provided,68 Glenhaven Dr,Hampton,23664,Residential
1,650,Army & Air Force Exchange Service,Langley Main Exchange,61 Spaatz Dr Bldg 290,Langley Afb,23665,Business
1,650,Homeland Security Solutions Inc,No Business Name Provided,22 Enterprise Parkway,Hampton,23666,Residential
1,650,Usa Tactical Inc,Usa Tactical,3300 W Mercury Blvd  # E & F,Hampton,23666,Business
1,650,Bass Pro Outdoor World Llc,Bass Pro Shops Outdoor World #018,1972 Power Plant Parkway,Hampton,23666,Business
1,650,Apex Tactical Solutions Llc,No Business Name Provided,31 Michaels Woods Dr,Hampton,23666,Residential
2,650,"Treasure Chest Pawn & Gun, Llc",No Business Name Provided,4908a West Mercury Blvd,Hampton,23666,Residential
10,650,Highgate Training Systems Llc,International Replica Arms Company (Irac),34 Research Dr,Hampton,23666,Business
2,650,Camadar Inc,Mercury Pawn Shop,3300 A W Mercury Blvd # E & F,Hampton,236660000,Business
1,650,Freds Wilson Auction Service Llc,No Business Name Provided,95 Seabee Point,Hampton,23669,Residential
1,650,"Bassett, Darryl Franklin",Dsa Security Services,"1007 North King Street, Room E",Hampton,23669,Business
1,650,"Lewis, Preston Meriwether Jr",Back River Cerakote,43 Rockwell Rd,Hampton,23669,Business
1,650,"Matthews, Manfred Lamont",No Business Name Provided,1204 Quash St,Hampton,23669,Residential
